n_profile Patient_ID Drug_ID Time FGFR2 FRS2 TSC2 mTOR RHEB SOX10 FOXD3 ERBB3 ERBB2 ATM p53 p21 MDM2
0 SK-MEL-2 Zero 49.5 0.03514599999999999 0.04088299999999999 0.21127300000000004 0.8155429999999997 0.8061359999999999 1.0000019999999996 0.9424670000000002 0.9773269999999997 0.0 0.5292009999999997 0.5292009999999997 0.140008 0.0
0 SK-MEL-2 BRAF 49.5 0.0326 0.037937999999999986 0.21129200000000006 0.8184699999999999 0.8079550000000001 0.9999990000000001 0.9544070000000001 0.9838370000000001 0.0 0.526399 0.526399 0.13421400000000006 0.0
1 IGR-37 Zero 49.0 0.0 0.0 0.5540430000000002 0.8333900000000002 0.619842 0.0 0.0 0.0 0.0005740000000000001 0.6188 0.293867 0.08602000000000001 0.0
0 SK-MEL-2 PI3K 49.5 0.027487999999999995 0.03443699999999999 0.9259229999999999 0.09923600000000003 0.08966600000000002 0.9999989999999999 0.9167429999999996 0.9638929999999999 0.0 0.5346 0.5346 0.42007799999999995 0.0
1 IGR-37 BRAF 49.0 0.0 0.0 0.5485420000000001 0.830863 0.617741 0.0 0.0 0.0 0.0006000000000000001 0.6072010000000001 0.29415899999999995 0.083481 0.0
1 IGR-37 PI3K 49.0 0.0 0.0 0.967883 0.699245 0.295837 0.0 0.0 0.0 0.0012000000000000001 0.6093989999999999 0.29776400000000003 0.11995600000000001 0.0
0 SK-MEL-2 p53 49.5 0.03201 0.03764299999999999 0.001 0.9990489999999999 0.9992009999999999 1.000001 0.951131 0.981873 0.0 0.532001 0.0 0.0 0.0
1 IGR-37 p53 49.0 0.0 0.0 0.486994 0.849852 0.6479170000000001 0.0 0.0 0.0 0.0004 0.6194 0.0 0.0 0.0
2 SNU-1040 Zero 49.0 0.021399 0.021339 0.527964 0.535556 0.47675900000000004 0.0 0.0 0.0 0.23348800000000003 0.32380000000000003 0.32380000000000003 0.32380000000000003 0.0
2 SNU-1040 BRAF 49.0 0.023001000000000004 0.022854000000000003 0.5098549999999998 0.549086 0.491659 0.0 0.0 0.0 0.248337 0.3196 0.3196 0.3196 0.0
3 Geo Zero 49.0 0.0 0.0 0.7940539999999999 0.042174 0.125071 0.0 0.0 0.0 0.50984 0.4936 0.49379999999999996 0.49397299999999994 0.0
2 SNU-1040 PI3K 49.0 0.023545999999999997 0.023509 1.0000000000000002 0.020205 0.0 0.0 0.0 0.0 0.239432 0.32519999999999993 0.32519999999999993 0.32519999999999993 0.0
3 Geo BRAF 49.0 0.0 0.0 0.792715 0.04381 0.13112200000000002 0.0 0.0 0.0002 0.518373 0.49060000000000004 0.4908 0.49060000000000004 0.0
3 Geo PI3K 49.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.5039750000000001 0.487 0.48780000000000007 0.48780000000000007 0.0
2 SNU-1040 p53 49.0 0.023 0.023 0.29211000000000004 0.787287 0.7175520000000001 0.0 0.0 0.0 0.23978700000000008 0.32859899999999986 0.0 0.0 0.0
3 Geo p53 49.0 0.0 0.0 0.5520200000000001 0.120578 0.29612999999999995 0.0 0.0 0.0 0.51414 0.48960000000000004 0.0 0.0 0.0
4 NCI-H508 Zero 49.0 0.0 0.0 0.7770930000000001 0.150232 0.21758300000000003 0.0 0.0 0.0 0.820864 0.48600000000000004 0.48600000000000004 0.47803100000000004 0.0
4 NCI-H508 BRAF 49.0 0.0 0.0 0.796568 0.136872 0.199808 0.0 0.0 0.0 0.813429 0.4916 0.4916 0.485099 0.0
4 NCI-H508 PI3K 49.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.80867 0.4938 0.4938 0.486124 0.0
4 NCI-H508 p53 49.0 0.0 0.0 0.5723420000000001 0.29507399999999995 0.4192929999999999 0.0 0.0 0.0 0.813165 0.49439999999999995 0.0 0.0 0.0
5 HCT-116 Zero 49.0 0.135801 0.135801 0.56209 0.388148 0.405962 0.0 0.0 0.0 0.707656 0.5652010000000001 0.5652010000000001 0.533434 0.0
5 HCT-116 BRAF 49.0 0.1278 0.1278 0.5231239999999998 0.42383 0.44206599999999996 0.0 0.0 0.0 0.772951 0.557201 0.557201 0.524493 0.0
6 COLO-320-HSR Zero 49.0 0.033372 0.029943 0.3794909999999999 0.506447 0.5936779999999999 0.0 0.0 0.0 0.00021 0.38979999999999987 0.38979999999999987 0.10730500000000001 0.0
5 HCT-116 PI3K 49.0 0.1414 0.1414 0.996858 0.0032259999999999997 0.00315 0.0 0.0 0.0 0.688607 0.5572 0.557091 0.557259 4.6e-05
6 COLO-320-HSR BRAF 49.0 0.040335 0.03664200000000001 0.374105 0.499089 0.5968569999999999 0.0 0.0 0.0 0.0002 0.387199 0.387199 0.10832600000000002 0.0
5 HCT-116 p53 49.0 0.12840100000000002 0.12840100000000002 0.11357399999999998 0.7936849999999998 0.822562 0.0 0.0 0.0 0.7228089999999999 0.558801 0.0 0.0004 0.0
6 COLO-320-HSR PI3K 49.0 0.040819999999999995 0.037361 1.0 0.0 0.0 0.0 0.0 0.0 0.0002 0.3824 0.3824 0.20849099999999998 0.0
6 COLO-320-HSR p53 49.0 0.03280399999999999 0.031218999999999993 0.13599400000000003 0.6886879999999999 0.8244869999999999 0.0 0.0 0.0 0.0002 0.38760100000000003 0.0 0.0 0.0
7 IPC-298 Zero 49.0 0.049587 0.029599999999999994 0.41834000000000005 0.686956 0.61356 0.0 0.6130680000000001 0.61502 0.0014 0.543398 0.33008200000000004 0.16563300000000003 0.0
7 IPC-298 BRAF 49.0 0.0492 0.028532999999999996 0.41353899999999977 0.6922590000000001 0.6222430000000002 0.0 0.621921 0.6241260000000001 0.0004 0.5436010000000001 0.3326649999999998 0.16420800000000002 0.0
7 IPC-298 PI3K 49.0 0.04372999999999996 0.026383999999999994 0.9511339999999997 0.18252300000000007 0.07508000000000005 0.0 0.6052639999999997 0.6077859999999996 0.000819 0.5431989999999994 0.33913499999999996 0.194915 0.0
8 SNU-61 Zero 49.0 0.0 0.0 0.5789499999999999 0.37173599999999996 0.416983 0.0 0.0 0.0 0.8210309999999997 0.49420000000000003 0.4944 0.4938 0.0
7 IPC-298 p53 49.0 0.04637299999999999 0.03259999999999999 0.22303500000000007 0.8244809999999999 0.792213 0.0 0.6033670000000001 0.6054940000000001 0.0008 0.5421999999999999 0.0 0.0 0.0
8 SNU-61 BRAF 49.0 0.0 0.0 0.56613 0.38791 0.42875199999999997 0.0 0.0 0.0 0.8183170000000001 0.4952 0.4952 0.4944 0.0
8 SNU-61 PI3K 49.0 0.0 0.0 0.9965489999999999 0.0035900000000000003 0.0035550000000000004 0.0 0.0 0.0 0.8174719999999999 0.48719999999999997 0.48739999999999994 0.48679999999999995 0.0
9 WM-266-4 Zero 49.0 0.069615 0.068031 0.42700100000000013 0.7721609999999999 0.7144649999999998 0.0 0.6099549999999999 0.6372410000000001 0.011340000000000001 0.578998 0.578798 0.4520209999999999 0.0002
8 SNU-61 p53 49.0 0.0 0.0 0.15104200000000004 0.7703869999999999 0.8391639999999999 0.0 0.0 0.0 0.8296959999999999 0.485201 0.0 0.0 0.0
9 WM-266-4 BRAF 49.0 0.067605 0.066616 0.4112700000000001 0.7876159999999999 0.7319669999999999 0.0 0.6181829999999999 0.6442139999999998 0.010731999999999998 0.5773999999999999 0.5773999999999999 0.435716 0.0
9 WM-266-4 PI3K 49.0 0.06858700000000002 0.06776000000000001 0.9116569999999999 0.3008 0.23390400000000006 0.0 0.6078899999999998 0.6351809999999997 0.009253 0.5825979999999998 0.5825979999999998 0.5525249999999998 0.0
10 G-361 Zero 49.0 0.0168 0.023458 0.497003 0.9142559999999995 0.7450709999999996 0.0 0.0 0.0 0.0036810000000000002 0.8347999999999997 0.7466359999999999 0.480098 0.002078
9 WM-266-4 p53 49.0 0.06405299999999998 0.062847 0.107916 0.9547789999999998 0.9390459999999999 0.0 0.602365 0.6292540000000001 0.012086 0.5760019999999999 0.0 0.0 0.0
10 G-361 BRAF 49.0 0.015600000000000003 0.021868999999999996 0.4873659999999999 0.9144389999999999 0.7635699999999999 0.0 0.0 0.0 0.0022140000000000003 0.8301999999999998 0.7386029999999998 0.468765 0.0014
10 G-361 PI3K 49.0 0.015200000000000002 0.021859999999999997 0.995566 0.6069749999999999 0.23349 0.0 0.0 0.0 0.0029670000000000005 0.834 0.7457809999999999 0.740372 0.0018000000000000002
10 G-361 p53 49.0 0.0132 0.018376 0.341699 0.927053 0.811757 0.0 0.0 0.0 0.002804 0.8376000000000001 0.0 0.0 0.0014000000000000002
11 MZ7-mel Zero 49.5 0.0 0.0 0.26645099999999994 0.7867729999999997 0.742294 1.0000009999999997 0.10005800000000001 0.09022800000000002 0.0 0.6962009999999997 0.6962009999999997 0.256728 0.0
11 MZ7-mel BRAF 49.5 0.0 0.0 0.264949 0.7894350000000001 0.747768 1.0000010000000001 0.10897600000000002 0.101146 0.0016190000000000002 0.6894020000000001 0.6894020000000001 0.24969200000000003 0.0
11 MZ7-mel PI3K 49.5 0.0 0.0 0.5292409999999999 0.5458609999999998 0.486313 0.9999989999999997 0.09634 0.08652699999999998 0.0012640000000000001 0.695998 0.695998 0.37856999999999996 0.0
12 MDST8 Zero 49.0 0.064907 0.06379 0.6499419999999998 0.3450879999999999 0.35919399999999974 0.0 0.0 0.0 0.6915389999999999 0.5607999999999996 0.5452249999999998 0.5227969999999998 0.033405999999999984
11 MZ7-mel p53 49.5 0.0 0.0 0.073752 0.947093 0.9302769999999998 1.0000019999999998 0.099334 0.09003499999999999 0.000952 0.6926019999999998 0.0 0.0 0.0
12 MDST8 BRAF 49.0 0.07298200000000002 0.07166600000000004 0.6170359999999999 0.3728919999999997 0.3901359999999998 0.0 0.0 0.0 0.7138769999999995 0.5628009999999997 0.5442699999999998 0.5148319999999997 0.03220099999999999
13 SK-CO-1 Zero 49.0 0.0 0.0 0.700531 0.286624 0.349458 0.0 0.0 0.0 0.799798 0.1252 0.1252 0.1252 0.0
12 MDST8 PI3K 49.0 0.070242 0.0698 0.992386 0.009399999999999999 0.009545 0.0 0.0 0.0 0.700738 0.5604000000000001 0.544265 0.5453260000000001 0.032352
13 SK-CO-1 BRAF 49.0 0.0 0.0 0.6814320000000001 0.311939 0.37542500000000006 0.0 0.0 0.0 0.7997210000000001 0.1254 0.1254 0.1254 0.0
12 MDST8 p53 49.0 0.07409400000000006 0.07311500000000005 0.2692609999999998 0.7008789999999995 0.7390819999999997 0.0 0.0 0.0 0.7092249999999998 0.5650009999999998 0.0 0.004999999999999998 0.03044899999999999
13 SK-CO-1 PI3K 49.0 0.0 0.0 0.9999999999999998 0.021312 0.021123 0.0 0.0 0.0 0.8025329999999998 0.129 0.129 0.129 0.0
14 GP2d Zero 49.0 0.0 0.0 0.713415 0.272194 0.274033 0.0 0.0 0.0002 0.742059 0.4014 0.40219999999999995 0.40203199999999994 0.0
13 SK-CO-1 p53 49.0 0.0 0.0 0.6401329999999998 0.3576470000000001 0.4190550000000001 0.0 0.0 0.0 0.7880519999999998 0.12460000000000002 0.0 0.0 0.0
14 GP2d BRAF 49.0 0.0 0.0 0.7028729999999999 0.283372 0.28750000000000003 0.0 0.0 0.000495 0.732896 0.41179999999999994 0.41259999999999997 0.41259999999999997 0.0
15 451Lu Zero 49.5 0.013626 0.008266 0.6080659999999996 0.691086 0.4989800000000001 0.9999989999999995 0.20458700000000005 0.186889 0.01288 0.30779899999999993 0.30779899999999993 0.171622 0.0
14 GP2d PI3K 49.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0008 0.731438 0.4222 0.422325 0.4224 0.0
15 451Lu BRAF 49.5 0.015800000000000005 0.008399 0.6170749999999997 0.6969109999999998 0.4939029999999999 0.9999969999999997 0.21160000000000007 0.19861700000000004 0.015778999999999998 0.3083979999999998 0.3083979999999998 0.18177200000000002 0.0
14 GP2d p53 49.0 0.0 0.0 0.4600810000000001 0.5218500000000001 0.5260030000000001 0.0 0.0 0.001 0.7336870000000001 0.4104009999999999 0.0 0.0 0.0
15 451Lu PI3K 49.5 0.016385 0.009488 0.8813759999999998 0.5562129999999996 0.2716379999999999 0.9999999999999997 0.20432700000000006 0.18593300000000004 0.014260000000000002 0.31100099999999975 0.31100099999999975 0.17906100000000008 0.0
16 COLO-829 Zero 49.0 0.009400000000000002 0.0088 0.36232899999999996 0.6369609999999997 0.6300519999999998 0.0 0.4167469999999999 0.42081299999999994 0.052213999999999997 0.6594009999999998 0.6404479999999998 0.3233089999999999 0.024067999999999992
15 451Lu p53 49.5 0.014400000000000001 0.008 0.48194800000000004 0.7630579999999999 0.6056869999999999 0.9999999999999998 0.20637600000000003 0.186931 0.014824 0.30700099999999997 0.0 0.0 0.0
16 COLO-829 BRAF 49.0 0.014562000000000005 0.011918000000000003 0.371829 0.6309159999999998 0.6221949999999997 0.0 0.41254899999999994 0.418108 0.05248099999999999 0.6536009999999995 0.6401529999999996 0.32623599999999997 0.019796999999999995
16 COLO-829 PI3K 49.0 0.018522999999999998 0.016999999999999998 0.998661 0.002018 0.0015440000000000002 0.0 0.43153700000000006 0.43689900000000004 0.032042999999999995 0.660001 0.643943 0.6518009999999999 0.022788000000000003
17 WT Zero 49.0 0.4907990000000001 0.4907990000000001 0.6366140000000001 0.3602490000000001 0.3607249999999999 0.5097990000000001 0.2560699999999999 0.2539269999999999 0.131854 0.5037980000000001 0.5037980000000001 0.5037980000000001 0.0
16 COLO-829 p53 49.0 0.014600000000000002 0.011927999999999998 0.200222 0.7961099999999999 0.7918469999999997 0.0 0.420884 0.42522599999999994 0.04925899999999999 0.6651999999999997 0.0 0.027823999999999995 0.019819
18 COLO-205 Zero 49.0 0.20252400000000004 0.19918500000000003 0.7399059999999998 0.20495700000000006 0.20864400000000008 0.0 0.0 0.0 0.6224539999999996 0.6923999999999997 0.7007229999999995 0.5282699999999998 0.0014000000000000002
17 WT BRAF 49.0 0.5004040000000001 0.5004040000000001 0.6221349999999999 0.377077 0.377801 0.504204 0.2749159999999998 0.27503500000000003 0.146487 0.5002010000000001 0.5002010000000001 0.5002010000000001 0.0
18 COLO-205 BRAF 49.0 0.2106000000000001 0.20840000000000006 0.7333669999999999 0.213941 0.21670699999999998 0.0 0.0 0.0 0.6418579999999998 0.6817989999999998 0.6914719999999999 0.522433 0.001366
17 WT PI3K 49.0 0.5047999999999999 0.5047999999999999 0.9999999999999999 0.0 0.0 0.49079999999999996 0.22545900000000002 0.22751200000000005 0.13801000000000005 0.5038009999999999 0.5038009999999999 0.5038009999999999 0.0
18 COLO-205 PI3K 49.0 0.21615799999999996 0.21220699999999995 0.8100380000000003 0.15430900000000003 0.15374099999999996 0.0 0.0 0.0 0.6394840000000002 0.6934 0.7010669999999999 0.550364 0.001
18 COLO-205 p53 49.0 0.21268300000000004 0.20973800000000004 0.6106419999999999 0.30238799999999993 0.3093489999999998 0.0 0.0 0.0 0.6221459999999998 0.6842009999999997 0.0 0.0 0.0
17 WT p53 49.0 0.4877970000000003 0.4877970000000003 0.2805330000000001 0.7150159999999995 0.7173799999999994 0.5055990000000002 0.2699090000000001 0.2706409999999999 0.15128599999999995 0.5035980000000001 0.0 0.0 0.0
19 CW-2 Zero 49.0 0.0 0.0 0.7209549999999998 0.2848649999999999 0.254459 0.0 0.0 0.0 0.6769050000000001 0.1724 0.22860899999999998 0.28274199999999994 0.0
19 CW-2 BRAF 49.0 0.0 0.0 0.7235099999999999 0.28010999999999997 0.250037 0.0 0.0 0.0 0.6881959999999999 0.183001 0.23494800000000002 0.287897 0.0
20 VMRC-MELG Zero 49.0 0.15237900000000001 0.15641900000000009 0.3984139999999999 0.6000920000000001 0.5961580000000001 0.0 0.0 0.0 0.7731409999999997 0.41639999999999994 0.41639999999999994 0.18260600000000002 0.0
19 CW-2 PI3K 49.0 0.0 0.0 0.8991109999999999 0.12718600000000002 0.10151100000000002 0.0 0.0 0.0 0.6713719999999999 0.1866 0.24297899999999997 0.2920749999999999 0.0
20 VMRC-MELG BRAF 49.0 0.151553 0.15633300000000003 0.4111880000000001 0.5871879999999999 0.5828820000000001 0.0 0.0 0.0 0.7794390000000001 0.41160100000000005 0.41160100000000005 0.18650099999999997 0.0
19 CW-2 p53 49.0 0.0 0.0 0.6121300000000001 0.38018399999999997 0.35523999999999994 0.0 0.0 0.0 0.677953 0.185801 0.0 0.006431999999999999 0.0
20 VMRC-MELG PI3K 49.0 0.15696300000000005 0.16199700000000006 0.8730029999999996 0.14086300000000007 0.12966100000000005 0.0 0.0 0.0 0.7683319999999998 0.4159989999999999 0.4159989999999999 0.36664499999999994 0.0
21 SW837 Zero 49.0 0.071599 0.07134299999999999 0.31745199999999996 0.7516049999999999 0.6739219999999998 0.0 0.0 0.0 0.7579209999999997 0.7149989999999998 0.7149989999999998 0.186862 0.0
20 VMRC-MELG p53 49.0 0.15755400000000006 0.16328100000000006 0.29596999999999996 0.6932959999999998 0.6958129999999998 0.0 0.0 0.0 0.7728819999999997 0.41140099999999985 0.0 0.032249 0.0
21 SW837 BRAF 49.0 0.079878 0.079676 0.32375 0.7484999999999999 0.6623570000000001 0.0 0.0 0.0 0.782399 0.716198 0.716198 0.196269 0.0
21 SW837 PI3K 49.0 0.08243399999999998 0.08205899999999999 0.611407 0.5309250000000001 0.3809620000000001 0.0 0.0 0.0 0.74165 0.7039990000000002 0.7039990000000002 0.360546 0.0
22 CL-11 Zero 49.0 0.191001 0.191001 0.674477 0.68388 0.6570420000000001 0.0 0.0 0.0 0.7783340000000001 0.473801 0.473775 0.43058799999999997 0.0
21 SW837 p53 49.0 0.069672 0.069353 0.15283299999999997 0.846476 0.8300949999999999 0.0 0.0 0.0 0.7513070000000001 0.7056010000000001 0.0 0.0 0.0
22 CL-11 BRAF 49.0 0.18080000000000002 0.18080000000000002 0.6805420000000002 0.6774680000000001 0.6521380000000001 0.0 0.0 0.0 0.7847350000000002 0.4864 0.4864 0.443845 0.0
22 CL-11 PI3K 49.0 0.19480000000000003 0.19480000000000003 0.948417 0.516785 0.48057500000000003 0.0 0.0 0.0 0.7797719999999999 0.49000099999999996 0.489255 0.45586399999999994 0.0
22 CL-11 p53 49.0 0.19560000000000002 0.19512200000000002 0.4313620000000001 0.807018 0.7901380000000001 0.0 0.0 0.0 0.781304 0.494002 0.0 0.0 0.0
23 WM793B Zero 49.5 0.07320200000000003 0.13615100000000024 0.546337999999999 0.7329619999999991 0.6671719999999995 0.999996999999999 0.15860500000000025 0.020511999999999996 0.6302989999999996 0.5197989999999996 0.4955059999999997 0.43199399999999927 0.051338999999999975
23 WM793B BRAF 49.5 0.07149100000000005 0.1358500000000002 0.4226129999999994 0.8033899999999992 0.7540919999999994 1.0000039999999988 0.5494149999999991 0.10192000000000005 0.7107189999999995 0.5306019999999995 0.5088169999999997 0.4194209999999997 0.052960999999999966
23 WM793B PI3K 49.5 0.08022200000000006 0.1403960000000001 0.9509469999999992 0.41723299999999947 0.3154879999999998 0.9999949999999989 0.13663500000000012 0.016562 0.6343889999999995 0.5245989999999993 0.5026609999999995 0.5638739999999992 0.053525999999999976
24 COLO-792 Zero 49.0 0.0 0.0 0.4233750000000001 0.7486579999999999 0.7504099999999997 0.0 0.41521 0.43144899999999997 0.009163 0.12060200000000001 0.12060200000000001 0.120202 0.0
23 WM793B p53 49.5 0.07943000000000003 0.1404260000000002 0.41154999999999964 0.7892239999999993 0.7435209999999994 0.9999989999999986 0.16815800000000028 0.02303399999999998 0.6552529999999992 0.5251989999999996 0.0 0.1531710000000002 0.04681599999999998
24 COLO-792 BRAF 49.0 0.0 0.0 0.4274339999999999 0.739768 0.7423629999999999 0.0 0.4154019999999999 0.4327129999999998 0.010717 0.10859800000000003 0.10859800000000003 0.10899800000000003 0.0
24 COLO-792 PI3K 49.0 0.0 0.0 0.8268219999999998 0.5126409999999997 0.5071069999999999 0.0 0.41907999999999995 0.436141 0.0063999999999999994 0.114201 0.114201 0.114001 0.0
24 COLO-792 p53 49.0 0.0 0.0 0.368887 0.7798519999999999 0.7826029999999999 0.0 0.4094610000000001 0.4265770000000001 0.005977 0.108198 0.0 0.0002 0.0
25 NCI-H716 Zero 49.0 0.6481390000000001 0.6744020000000002 0.17493200000000006 0.8312739999999997 0.8316459999999999 0.0 0.0 0.0 0.3868459999999999 0.23900200000000005 0.206435 0.008769 0.0
25 NCI-H716 BRAF 49.0 0.6553359999999998 0.6758039999999998 0.17538800000000004 0.8312839999999998 0.8332179999999999 0.0 0.0 0.0 0.38576400000000005 0.25580100000000006 0.21955900000000003 0.010329999999999999 0.0
26 UACC-62 Zero 49.0 0.026597999999999993 0.02575699999999999 0.8552569999999998 0.168502 0.15900900000000004 0.0 0.0 0.0 0.086707 0.6879999999999996 0.6598449999999998 0.5883729999999999 0.0006000000000000001
25 NCI-H716 PI3K 49.0 0.6529399999999999 0.6762359999999998 0.33017700000000005 0.7171279999999995 0.7096989999999996 0.0 0.0 0.0 0.378625 0.23840100000000003 0.206045 0.022303999999999997 0.0
26 UACC-62 BRAF 49.0 0.024621999999999998 0.024142999999999994 0.8441909999999996 0.17789100000000002 0.1697690000000001 0.0 0.0 0.0 0.09089500000000002 0.6910019999999996 0.6609149999999998 0.5800639999999998 0.0008
25 NCI-H716 p53 49.0 0.6465059999999999 0.666897 0.16341500000000006 0.8369359999999999 0.840922 0.0 0.0 0.0 0.39144500000000004 0.243199 0.0 0.0 0.0
26 UACC-62 PI3K 49.0 0.024572999999999998 0.024408 0.9215459999999999 0.10312300000000002 0.09181600000000004 0.0 0.0 0.0 0.07959700000000001 0.676399 0.644532 0.6022339999999999 0.0006000000000000001
26 UACC-62 p53 49.0 0.027588999999999992 0.026755999999999995 0.8238519999999999 0.19659700000000005 0.18775600000000006 0.0 0.0 0.0 0.08840500000000003 0.6915999999999999 0.0 0.0 0.0016000000000000003
27 LOXIMVI Zero 49.0 0.20437200000000008 0.18978800000000004 0.5282989999999999 0.3852789999999999 0.46315599999999985 0.0 0.0 0.0 0.42432000000000003 0.48059799999999997 0.48059799999999997 0.4759979999999999 0.0
27 LOXIMVI BRAF 49.0 0.20780300000000004 0.19151400000000002 0.5238209999999998 0.39122899999999994 0.46865499999999993 0.0 0.0 0.0 0.427149 0.46680000000000005 0.46680000000000005 0.462784 0.0
28 LS-123 Zero 49.0 0.046697999999999996 0.046106999999999995 0.7438999999999999 0.23436499999999996 0.25071699999999986 0.0 0.0 0.0 0.7921889999999999 0.314199 0.314799 0.29327400000000003 0.0
27 LOXIMVI PI3K 49.0 0.19774400000000003 0.18185700000000002 0.9740570000000002 0.025349 0.026873999999999995 0.0 0.0 0.0 0.4287019999999999 0.47099999999999986 0.47099999999999986 0.4678389999999999 0.0
28 LS-123 BRAF 49.0 0.040445 0.039924 0.747664 0.231092 0.24778300000000003 0.0 0.0 0.0 0.791623 0.3122 0.31279999999999997 0.290772 0.0
28 LS-123 PI3K 49.0 0.037748000000000004 0.037278 0.9946839999999999 0.005733 0.005684 0.0 0.0 0.0 0.78317 0.322199 0.322799 0.322799 0.0
27 LOXIMVI p53 49.0 0.20473600000000003 0.18765 0.133005 0.709137 0.8540880000000001 0.0 0.0 0.0 0.43175799999999986 0.4772009999999999 0.0 0.0002 0.0
28 LS-123 p53 49.0 0.043177 0.042801 0.6579220000000002 0.309907 0.33412800000000004 0.0 0.0 0.0 0.778764 0.3146000000000001 0.0 0.0 0.0
29 CCK-81 Zero 49.0 0.0 0.0 0.795349 0.19586899999999996 0.19013399999999997 0.0 0.0 0.0 0.525415 0.5282 0.540809 0.5412969999999999 0.0
29 CCK-81 BRAF 49.0 0.0 0.0 0.7988449999999999 0.193692 0.18744000000000002 0.0 0.0 0.0 0.530781 0.5464 0.5575589999999999 0.5581639999999999 0.0
30 HCC2998 Zero 49.0 0.043956999999999996 0.05047299999999999 0.21254500000000004 0.7896169999999997 0.7903399999999997 0.0 0.0 0.0 0.7806719999999997 0.5843969999999997 0.5816969999999998 0.16902399999999998 0.0
29 CCK-81 PI3K 49.0 0.0 0.0 0.9999989999999999 0.0 0.0 0.0 0.0 0.0 0.512025 0.5402 0.551344 0.5526819999999999 0.0
30 HCC2998 BRAF 49.0 0.043222 0.05084800000000002 0.212946 0.7923940000000003 0.7926340000000003 0.0 0.0 0.0 0.8134120000000001 0.5790000000000001 0.5762720000000001 0.18158099999999996 0.0
