n_profile Patient_ID Drug_ID Time FGFR2 FRS2 TSC2 mTOR RHEB SOX10 FOXD3 ERBB3 ERBB2 ATM p53 p21 MDM2
0 HT-144 Zero 49.0 0.056629 0.056201 0.453901 0.5510339999999999 0.549599 0.0 0.614786 0.6450640000000001 0.0 0.42199999999999993 0.42199999999999993 0.350505 0.0
0 HT-144 BRAF 49.0 0.050681999999999984 0.049467999999999984 0.45555199999999985 0.5488919999999997 0.5482519999999997 0.0 0.6047049999999998 0.6378929999999996 0.0054329999999999995 0.4083999999999998 0.4083999999999998 0.34248799999999996 0.0
0 HT-144 PI3K 49.0 0.048938999999999996 0.048383999999999996 0.903616 0.10583600000000001 0.10172700000000003 0.0 0.6138469999999999 0.6484849999999999 0.0 0.40759899999999993 0.40759899999999993 0.363408 0.0
0 HT-144 p53 49.0 0.04907 0.048611999999999995 0.16723200000000005 0.8309069999999998 0.8325879999999997 0.0 0.6118199999999999 0.6418679999999999 0.0 0.401601 0.0 0.0 0.0
1 SW1116 Zero 49.0 0.20060100000000008 0.20060100000000008 0.2631769999999998 0.572761 0.8134159999999998 0.0 0.0 0.029617999999999988 0.856115 0.5473989999999999 0.5477989999999998 0.234976 0.0002
1 SW1116 BRAF 49.0 0.19280000000000008 0.1927450000000001 0.2559629999999999 0.569199 0.811503 0.0 0.0 0.025524999999999996 0.8830060000000002 0.5541999999999997 0.5543999999999997 0.22991100000000003 0.0002
1 SW1116 PI3K 49.0 0.19565800000000008 0.19560100000000008 0.642417 0.35079299999999997 0.4870739999999999 0.0 0.0 0.024889 0.8511749999999997 0.5357999999999997 0.5361999999999997 0.3460939999999999 0.0002
2 KM12 Zero 49.0 0.07533299999999998 0.07479999999999999 0.5945969999999999 0.372529 0.38586099999999995 0.0 0.0 0.0 0.504523 0.43820200000000004 0.0 0.0 0.0
1 SW1116 p53 49.0 0.18943600000000005 0.18924600000000005 0.050038 0.6661439999999998 0.958681 0.0 0.0 0.030356000000000005 0.855707 0.5428 0.0 0.0 0.0
2 KM12 BRAF 49.0 0.08040100000000001 0.08040100000000001 0.5739500000000001 0.386903 0.40425599999999995 0.0 0.0 0.0 0.5245799999999999 0.443 0.0 0.0 0.0
2 KM12 PI3K 49.0 0.07680000000000001 0.0766 1.0 0.0 0.0 0.0 0.0 0.0 0.49647499999999994 0.44499999999999995 0.0 0.0 0.0
3 SK-MEL-3 Zero 49.0 0.0 0.0 0.51114 0.7371559999999999 0.5544189999999999 0.0 0.0 0.0 0.0 0.5761999999999999 0.5761999999999999 0.363903 0.0
2 KM12 p53 49.0 0.0788 0.0782 0.597038 0.37068399999999996 0.38407199999999997 0.0 0.0 0.0 0.508677 0.4511999999999998 0.0 0.0 0.0
3 SK-MEL-3 BRAF 49.0 0.0 0.0 0.48993699999999996 0.754591 0.5718350000000001 0.0 0.0 0.0 0.030713999999999998 0.5671989999999999 0.5671989999999999 0.362045 0.0
3 SK-MEL-3 PI3K 49.0 0.0 0.0 0.7018820000000001 0.6044430000000002 0.362504 0.0 0.0 0.0 0.0 0.5770000000000001 0.5770000000000001 0.399702 0.0
3 SK-MEL-3 p53 49.0 0.0 0.0 0.344748 0.817949 0.696772 0.0 0.0 0.0 0.0 0.5812 0.0 0.0 0.0
4 SW1463 Zero 49.0 0.0 0.0 0.25753900000000013 0.5914900000000001 0.6619810000000002 0.0 0.0 0.03335 0.021852 0.577001 0.0 0.0 0.0
4 SW1463 BRAF 49.0 0.0 0.0 0.23487799999999998 0.611355 0.6915560000000001 0.0 0.0 0.027766999999999993 0.021403 0.5728000000000001 0.0 0.0 0.0
4 SW1463 PI3K 49.0 0.0 0.0 0.7610239999999999 0.19139599999999998 0.217286 0.0 0.0 0.032132999999999995 0.009717 0.577201 0.0 0.0 0.0
4 SW1463 p53 49.0 0.0 0.0 0.264368 0.5856720000000001 0.657782 0.0 0.0 0.029107999999999995 0.019405999999999996 0.568601 0.0 0.0 0.0
5 CL-34 Zero 49.0 0.0 0.0 0.785919 0.207764 0.208734 0.0 0.0 0.0 0.489559 0.4178 0.41922299999999996 0.419565 0.0
5 CL-34 BRAF 49.0 0.0 0.0 0.762484 0.231502 0.227859 0.0 0.0 0.0 0.802681 0.4158 0.41724100000000003 0.4176 0.0
5 CL-34 PI3K 49.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.484656 0.4234 0.4252 0.4254 0.0
5 CL-34 p53 49.0 0.0 0.0 0.5768249999999999 0.41274500000000003 0.4151499999999999 0.0 0.0 0.0 0.486802 0.414599 0.0 0.0 0.0
6 LS-123 Zero 49.0 0.041705 0.041096999999999995 0.7159460000000001 0.264422 0.280009 0.0 0.0 0.0 0.6000669999999998 0.3327990000000001 0.0 0.0 0.0
6 LS-123 BRAF 49.0 0.038977 0.038599999999999995 0.716225 0.261975 0.27811100000000005 0.0 0.0 0.0 0.5979869999999998 0.31300000000000006 0.0 0.0 0.0
6 LS-123 PI3K 49.0 0.0432 0.043022000000000005 0.9971500000000001 0.0031449999999999994 0.003008 0.0 0.0 0.0 0.611896 0.32420000000000004 0.0 0.0 0.0
6 LS-123 p53 49.0 0.036199999999999996 0.035919 0.717059 0.25940700000000005 0.276785 0.0 0.0 0.0 0.6000279999999999 0.32139900000000005 0.0 0.0 0.0
